sample_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
TR59616696,26,69500,RENT,4.0,PERSONAL,B,15900,10.82,0.23,N,9,0
TR68791997,24,80800,RENT,5.0,EDUCATION,B,15900,10.16,0.2,N,1,0
TR85561076,31,62800,OWN,1.0,EDUCATION,A,4400,7.99,0.07,N,8,0
TR31034405,23,61600,RENT,4.0,DEBTCONSOLIDATION,C,20900,13.45,0.34,N,5,1
TR21153151,26,61500,RENT,2.0,EDUCATION,B,10300,10.06,0.17,N,3,0
TR48934973,42,36100,MORTGAGE,6.0,VENTURE,B,8000,10.41,0.22,N,11,0
TR68694754,36,31300,RENT,4.0,DEBTCONSOLIDATION,A,10100,6.48,0.32,N,11,1
TR77870260,22,31200,RENT,0.0,EDUCATION,B,3300,11.8,0.11,N,3,0
TR67692160,30,32600,OWN,13.0,EDUCATION,B,11000,10.95,0.34,N,7,0
TR93575911,26,48300,RENT,1.0,VENTURE,A,4800,8.41,0.1,N,6,0
TR44456787,23,30100,RENT,1.0,HOMEIMPROVEMENT,D,5700,15.96,0.19,N,4,1
TR74059949,36,56700,RENT,5.0,VENTURE,C,9600,13.48,0.17,N,8,0
TR24285733,30,33000,RENT,1.0,PERSONAL,D,8300,16.29,0.25,N,6,1
TR71441208,34,111000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12600,7.2,0.11,N,7,0
TR29749184,25,67500,MORTGAGE,12.0,PERSONAL,A,2900,5.51,0.04,N,8,0
TR62774558,27,91100,RENT,0.0,DEBTCONSOLIDATION,C,6400,14.18,0.07,N,5,0
TR11190290,21,40900,RENT,1.0,DEBTCONSOLIDATION,A,1400,7.28,0.03,N,4,1
TR40296718,33,24400,RENT,8.0,DEBTCONSOLIDATION,A,4100,6.57,0.17,N,7,0
TR72556323,29,89500,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10300,11.55,0.12,N,10,0
TR61332772,49,62300,RENT,0.0,MEDICAL,F,7600,18.76,0.12,N,14,1
TR18182294,23,57500,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5800,7.74,0.1,N,2,0
TR33611106,25,55500,RENT,8.0,MEDICAL,C,4900,13.52,0.09,N,9,0
TR50108146,23,36300,RENT,3.0,MEDICAL,B,11500,11.81,0.32,N,3,0
TR89713079,24,41000,RENT,7.0,HOMEIMPROVEMENT,D,2000,15.59,0.05,Y,3,1
TR98960318,48,134000,RENT,3.0,EDUCATION,A,23600,8.65,0.18,N,16,0
TR89293415,22,66000,RENT,0.0,VENTURE,A,12600,8.88,0.19,N,3,0
TR39563173,25,143500,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11500,8.1,0.08,N,3,0
TR88061578,20,51500,RENT,0.0,MEDICAL,C,9900,13.74,0.19,Y,3,0
TR31975158,25,52100,OWN,5.0,HOMEIMPROVEMENT,D,22700,14.56,0.44,Y,5,0
TR63518593,28,105800,MORTGAGE,13.0,VENTURE,A,6100,6.08,0.06,N,8,0
TR87150561,27,53800,MORTGAGE,2.0,HOMEIMPROVEMENT,C,11100,12.96,0.21,Y,2,0
TR41243258,26,54800,RENT,12.0,MEDICAL,A,5900,7.64,0.11,N,7,1
TR33950538,38,29100,RENT,1.0,MEDICAL,B,13400,11.86,0.46,N,15,1
TR53693712,30,26300,RENT,5.0,EDUCATION,D,8400,14.81,0.32,Y,7,0
TR94191247,26,109500,RENT,5.0,VENTURE,C,14400,12.77,0.13,N,5,0
TR15853207,22,54300,MORTGAGE,7.0,PERSONAL,B,6300,12.1,0.12,N,4,0
TR85186065,27,56100,MORTGAGE,2.0,VENTURE,C,5600,12.83,0.1,N,3,0
TR15163225,22,29100,RENT,7.0,PERSONAL,B,7400,10.67,0.25,N,3,0
TR82799322,23,59700,MORTGAGE,6.0,EDUCATION,B,10300,11.41,0.17,N,4,0
TR59405171,65,53900,RENT,1.0,EDUCATION,B,7800,9.24,0.14,N,9,0
TR58392542,29,61700,RENT,13.0,VENTURE,C,12500,15.44,0.2,N,7,0
TR81169610,23,30700,RENT,4.0,MEDICAL,C,5200,13.96,0.17,Y,3,0
TR81541113,34,94100,MORTGAGE,4.0,EDUCATION,C,15300,13.57,0.16,Y,7,0
TR95205469,24,48700,RENT,5.0,EDUCATION,B,13300,11.6,0.27,N,2,0
TR83563793,28,23600,RENT,5.0,PERSONAL,C,7900,13.47,0.33,Y,9,1
TR21351153,37,105900,MORTGAGE,7.0,MEDICAL,A,4700,7.09,0.04,N,11,0
TR56744696,28,112100,MORTGAGE,11.0,HOMEIMPROVEMENT,A,8500,6.04,0.08,N,6,0
TR62248185,27,28600,RENT,3.0,VENTURE,D,9700,15.04,0.34,Y,3,1
TR26718753,29,135200,MORTGAGE,4.0,EDUCATION,A,35100,9.66,0.26,N,7,0
TR35864966,25,65500,RENT,5.0,VENTURE,A,13300,8.95,0.2,N,4,1
TR21898479,31,96900,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,9.43,0.08,N,9,0
TR27966682,24,28400,RENT,1.0,VENTURE,A,14600,6.94,0.51,N,3,1
TR62183126,27,50500,OWN,5.0,VENTURE,A,15800,5.96,0.31,N,7,0
TR94529824,32,91400,RENT,2.0,VENTURE,A,12200,7.68,0.13,N,5,0
TR16534983,31,50100,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6700,5.83,0.13,N,9,0
TR57242070,27,55900,RENT,8.0,MEDICAL,A,3200,7.52,0.06,N,5,0
TR43325757,23,60500,RENT,6.0,DEBTCONSOLIDATION,A,6600,7.2,0.11,N,2,0
TR45109039,23,41400,MORTGAGE,5.0,PERSONAL,A,6700,7.33,0.16,N,4,0
TR24500437,40,81100,RENT,4.0,VENTURE,C,5300,14.52,0.07,Y,14,0
TR54907240,52,91500,RENT,7.0,MEDICAL,C,6000,12.87,0.07,N,15,0
TR14658201,25,40500,RENT,3.0,MEDICAL,A,4000,5.6,0.1,N,5,0
TR82988619,40,110000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,13300,11.9,0.12,N,13,0
TR18407413,26,51500,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7400,5.77,0.14,N,6,0
TR19315656,26,48300,MORTGAGE,9.0,EDUCATION,A,7000,7.22,0.14,N,1,0
TR66046801,31,47400,MORTGAGE,3.0,VENTURE,C,5100,14.96,0.11,Y,6,0
TR20951079,37,115000,OWN,6.0,VENTURE,B,5200,10.92,0.05,N,12,0
TR24552174,27,64700,MORTGAGE,10.0,EDUCATION,C,3900,13.85,0.06,Y,3,0
TR31463315,21,69700,MORTGAGE,5.0,EDUCATION,B,10400,10.67,0.15,N,3,1
TR18970902,23,69400,RENT,4.0,PERSONAL,B,23200,8.86,0.33,N,1,1
TR60299364,21,113100,MORTGAGE,5.0,VENTURE,C,5500,13.01,0.05,N,2,0
TR15688412,28,88800,MORTGAGE,14.0,DEBTCONSOLIDATION,B,7700,11.93,0.09,N,9,0
TR12208917,27,52900,RENT,5.0,MEDICAL,C,7800,12.92,0.15,Y,9,0
TR44188654,24,68600,RENT,1.0,MEDICAL,D,20400,16.9,0.3,N,4,1
TR29887616,33,45000,OWN,3.0,HOMEIMPROVEMENT,B,5100,11.62,0.11,N,6,0
TR83283817,23,46800,RENT,4.0,EDUCATION,A,12600,7.19,0.27,N,2,0
TR54710923,33,69700,RENT,1.0,HOMEIMPROVEMENT,B,12300,9.61,0.18,N,6,0
TR65114067,30,62400,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6500,6.11,0.1,N,9,0
TR10979213,24,24000,RENT,1.0,EDUCATION,A,1900,8.39,0.08,N,3,0
TR92812405,23,57100,RENT,6.0,PERSONAL,D,5800,16.38,0.1,Y,1,1
TR94626457,32,48500,MORTGAGE,8.0,MEDICAL,B,8500,12.5,0.18,N,7,0
TR75550583,22,51400,RENT,1.0,MEDICAL,B,11500,9.87,0.22,N,5,0
TR80910736,25,56500,RENT,4.0,PERSONAL,B,5000,10.05,0.09,N,1,0
TR87623181,31,52500,RENT,1.0,MEDICAL,B,3800,9.96,0.07,N,6,0
TR17983548,36,75100,RENT,4.0,HOMEIMPROVEMENT,B,26400,10.5,0.35,N,13,1
TR95253306,22,33000,RENT,2.0,VENTURE,A,6200,7.57,0.19,N,3,0
TR62613702,22,96000,MORTGAGE,5.0,VENTURE,C,10200,13.44,0.11,Y,3,0
TR97696482,35,51000,MORTGAGE,8.0,VENTURE,B,14400,11.05,0.28,N,11,0
TR44759425,25,62200,RENT,0.0,EDUCATION,A,4900,7.9,0.08,N,4,0
TR20468352,22,36300,RENT,3.0,EDUCATION,B,10200,11.2,0.28,N,4,0
TR29905984,38,97300,MORTGAGE,17.0,EDUCATION,A,3900,7.14,0.04,N,16,0
TR20548778,22,39200,RENT,5.0,MEDICAL,A,6500,7.54,0.17,N,3,0
TR44331596,42,65200,MORTGAGE,15.0,DEBTCONSOLIDATION,A,5700,7.82,0.09,N,16,0
TR78259910,24,123200,MORTGAGE,9.0,MEDICAL,B,9500,10.09,0.08,N,1,0
TR57036232,25,99600,MORTGAGE,11.0,EDUCATION,C,5100,12.91,0.05,N,5,0
TR99201309,28,133100,MORTGAGE,5.0,VENTURE,B,26500,11.03,0.2,N,6,0
TR95771557,27,71800,MORTGAGE,13.0,MEDICAL,A,11600,8.25,0.16,N,8,0
TR46539773,21,53100,MORTGAGE,6.0,EDUCATION,B,13900,12.43,0.26,N,3,0
TR70742139,21,70600,RENT,2.0,VENTURE,C,12000,13.78,0.17,Y,5,0
TR81910602,23,88000,MORTGAGE,2.0,EDUCATION,B,12200,10.26,0.14,N,5,0
TR96704184,23,74900,RENT,5.0,DEBTCONSOLIDATION,A,15800,7.75,0.21,N,5,0
TR84278672,21,29700,RENT,4.0,MEDICAL,C,14000,13.07,0.47,N,5,1
TR60023616,36,89400,RENT,15.0,PERSONAL,A,12100,7.5,0.14,N,17,0
TR50474448,31,43200,RENT,0.0,MEDICAL,A,4000,7.89,0.09,N,8,0
TR62282073,28,91800,MORTGAGE,9.0,PERSONAL,B,15000,10.86,0.16,N,4,0
TR16630826,21,36300,RENT,5.0,MEDICAL,A,5800,8.69,0.16,N,4,0
TR25867634,29,47900,RENT,2.0,MEDICAL,B,11400,12.25,0.24,N,9,1
TR81080845,26,38200,RENT,0.0,DEBTCONSOLIDATION,A,6200,9.11,0.16,N,8,0
TR56231823,21,102700,OWN,3.0,EDUCATION,C,17100,13.56,0.17,N,4,0
TR19929838,23,42700,OWN,6.0,EDUCATION,D,8100,15.87,0.19,N,4,0
TR86394947,27,68900,MORTGAGE,2.0,EDUCATION,A,8100,8.7,0.12,N,7,0
TR50524941,42,47000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,7300,11.45,0.16,N,15,0
TR40088709,30,55700,MORTGAGE,13.0,PERSONAL,A,10300,5.52,0.18,N,6,0
TR91132006,22,74700,RENT,1.0,MEDICAL,B,14500,11.65,0.19,N,4,0
TR82591540,34,39400,RENT,3.0,VENTURE,B,6200,10.23,0.16,N,11,0
TR58418573,27,97200,MORTGAGE,5.0,EDUCATION,A,7200,8.26,0.07,N,3,0
TR63276127,28,128900,MORTGAGE,7.0,MEDICAL,A,27000,8.43,0.21,N,11,0
TR93064110,30,29500,RENT,1.0,DEBTCONSOLIDATION,A,5100,7.66,0.17,N,11,0
TR23280782,32,34800,RENT,1.0,DEBTCONSOLIDATION,B,12200,10.45,0.35,N,8,1
TR50205222,27,70100,RENT,0.0,DEBTCONSOLIDATION,D,19300,14.64,0.28,N,8,1
TR15417581,26,50500,MORTGAGE,5.0,VENTURE,A,18000,7.93,0.36,N,11,0
TR89772008,24,23300,RENT,3.0,MEDICAL,B,3200,12.22,0.14,N,2,0
TR72258845,32,97800,MORTGAGE,1.0,DEBTCONSOLIDATION,C,9800,13.66,0.1,Y,8,1
TR54654835,25,121900,MORTGAGE,8.0,EDUCATION,A,13500,7.77,0.11,N,4,0
TR40149834,38,73300,MORTGAGE,4.0,HOMEIMPROVEMENT,D,5700,15.64,0.08,N,15,0
TR45397464,23,37000,RENT,0.0,VENTURE,B,5700,10.8,0.15,N,4,0
TR32937812,26,43000,RENT,4.0,MEDICAL,D,9300,16.48,0.22,Y,2,1
TR18213887,23,141100,RENT,5.0,HOMEIMPROVEMENT,E,5200,16.23,0.04,N,1,0
TR89208768,34,42500,MORTGAGE,2.0,MEDICAL,C,3900,13.64,0.09,Y,9,0
TR34078075,29,62700,RENT,2.0,EDUCATION,B,3100,12.33,0.05,N,7,0
TR15186385,22,53200,RENT,0.0,EDUCATION,A,10500,7.4,0.2,N,4,0
TR16015969,42,38300,MORTGAGE,22.0,MEDICAL,A,3600,6.95,0.09,N,11,0
TR33869074,25,113800,MORTGAGE,1.0,MEDICAL,B,8300,12.2,0.07,N,3,0
TR84792891,23,64000,MORTGAGE,7.0,EDUCATION,C,6700,12.9,0.1,N,4,1
TR52286129,29,118100,MORTGAGE,15.0,EDUCATION,B,7900,10.56,0.07,N,10,0
TR51594462,29,107200,RENT,5.0,VENTURE,B,2400,11.17,0.02,N,11,0
TR86259627,28,39200,RENT,8.0,MEDICAL,A,7200,7.78,0.18,N,9,0
TR61661008,27,69300,MORTGAGE,6.0,HOMEIMPROVEMENT,A,8300,7.43,0.12,N,2,0
TR43254285,35,64300,MORTGAGE,4.0,MEDICAL,A,10400,7.87,0.16,N,10,0
TR53486639,31,35300,RENT,4.0,MEDICAL,A,9700,5.81,0.27,N,10,0
TR15788690,26,53400,RENT,5.0,DEBTCONSOLIDATION,C,3400,14.09,0.06,Y,4,0
TR36080275,26,125300,MORTGAGE,3.0,HOMEIMPROVEMENT,C,26400,13.91,0.21,N,9,1
TR99933986,24,50900,MORTGAGE,8.0,DEBTCONSOLIDATION,A,14100,8.03,0.28,N,1,0
TR28896382,27,96700,RENT,6.0,HOMEIMPROVEMENT,B,14900,12.06,0.15,N,2,0
TR82342157,26,70200,OWN,10.0,MEDICAL,B,8600,12.25,0.12,N,5,0
TR28549932,23,47400,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4200,6.82,0.09,N,5,0
TR41010843,28,48800,RENT,11.0,MEDICAL,A,11000,7.25,0.23,N,3,0
TR63484102,42,69400,MORTGAGE,3.0,EDUCATION,D,8800,15.79,0.13,Y,17,0
TR91462017,25,74800,OWN,2.0,VENTURE,A,3400,6.91,0.05,N,3,0
TR53993748,24,42600,RENT,7.0,EDUCATION,B,7000,10.72,0.16,N,3,0
TR14493207,25,35300,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7700,6.66,0.22,N,3,0
TR98321321,27,30300,MORTGAGE,5.0,VENTURE,C,3400,13.83,0.11,N,2,0
TR53933574,28,122700,MORTGAGE,13.0,PERSONAL,A,11800,5.96,0.1,N,8,0
TR11280712,27,50500,MORTGAGE,11.0,PERSONAL,A,11600,6.4,0.23,N,6,0
TR12242181,25,82900,RENT,1.0,PERSONAL,C,5200,13.66,0.06,Y,5,0
TR77629767,25,49400,MORTGAGE,11.0,MEDICAL,D,12600,15.84,0.26,N,2,1
TR43614222,21,65100,RENT,2.0,EDUCATION,C,6800,13.29,0.1,N,3,0
TR10573602,25,50800,OWN,2.0,VENTURE,D,4500,15.86,0.09,N,3,0
TR13931006,41,23100,RENT,1.0,PERSONAL,C,2000,12.64,0.09,N,12,0
TR78144045,24,37200,RENT,0.0,EDUCATION,D,6200,14.84,0.17,Y,2,1
TR90210733,24,51500,RENT,6.0,VENTURE,B,12500,11.13,0.24,N,1,0
TR71077929,33,25400,RENT,4.0,MEDICAL,A,4500,6.4,0.18,N,7,0
TR61245545,35,38800,RENT,2.0,MEDICAL,C,4000,13.3,0.1,N,14,0
TR52786129,62,54300,RENT,4.0,DEBTCONSOLIDATION,B,19200,10.47,0.35,N,27,1
TR16609164,46,77700,MORTGAGE,1.0,HOMEIMPROVEMENT,B,9900,10.4,0.13,N,17,0
TR84536331,32,75600,MORTGAGE,14.0,VENTURE,A,11700,6.36,0.15,N,6,0
TR37084213,28,49600,RENT,8.0,VENTURE,A,5000,7.97,0.1,N,10,0
TR43456566,22,94300,MORTGAGE,5.0,EDUCATION,B,9700,10.73,0.1,N,5,0
TR17055317,36,46500,MORTGAGE,16.0,PERSONAL,A,5900,7.63,0.13,N,12,0
TR81582400,23,25000,RENT,5.0,EDUCATION,C,1100,12.81,0.04,Y,3,0
TR59306227,23,51100,RENT,7.0,EDUCATION,B,7100,9.66,0.14,N,3,0
TR77811147,22,48700,RENT,7.0,DEBTCONSOLIDATION,C,9000,13.01,0.18,N,3,0
TR39513379,23,34800,RENT,4.0,VENTURE,B,4900,10.01,0.14,N,3,0
TR80244302,21,85300,RENT,1.0,VENTURE,B,10400,10.9,0.12,N,3,0
TR47960019,22,116300,MORTGAGE,8.0,PERSONAL,B,6400,10.79,0.06,N,2,0
TR48949305,24,66200,RENT,10.0,PERSONAL,B,7900,10.12,0.12,N,3,0
TR91519826,24,51800,MORTGAGE,6.0,EDUCATION,B,14800,11.75,0.29,N,1,1
TR64015877,28,79700,MORTGAGE,9.0,VENTURE,B,12000,10.64,0.15,N,3,0
TR64591099,27,43500,MORTGAGE,12.0,VENTURE,A,8300,7.84,0.19,N,6,0
TR75124759,30,56400,RENT,1.0,VENTURE,C,5800,13.14,0.1,Y,9,0
TR98270507,27,36100,RENT,9.0,VENTURE,C,10300,13.09,0.29,N,2,1
TR92416056,37,146200,MORTGAGE,6.0,HOMEIMPROVEMENT,B,25700,10.95,0.18,N,12,0
TR23696121,40,162900,MORTGAGE,12.0,VENTURE,B,14300,10.32,0.09,N,16,0
TR30829929,28,64200,MORTGAGE,4.0,PERSONAL,A,18000,6.21,0.28,N,7,0
TR60926856,25,84900,RENT,7.0,HOMEIMPROVEMENT,A,7100,7.97,0.08,N,4,0
TR67304786,44,144300,MORTGAGE,24.0,VENTURE,A,9500,6.14,0.07,N,11,0
TR17634973,25,117600,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6200,6.73,0.05,N,1,0
TR26991329,43,96700,MORTGAGE,13.0,MEDICAL,C,4200,13.29,0.04,N,16,0
TR80862721,23,40800,RENT,1.0,VENTURE,B,2900,11.82,0.07,N,3,0
TR69272582,22,60200,RENT,1.0,PERSONAL,C,6900,12.76,0.11,N,3,1
TR62721627,25,81200,MORTGAGE,8.0,EDUCATION,A,4900,7.76,0.06,N,4,0
TR30714759,23,53400,MORTGAGE,5.0,MEDICAL,B,3000,11.12,0.06,N,4,0
TR48850473,25,47000,RENT,5.0,PERSONAL,E,14200,16.66,0.3,Y,2,0
TR10250918,22,25200,RENT,0.0,VENTURE,B,2100,11.32,0.08,N,4,0
TR37001736,20,29600,MORTGAGE,5.0,PERSONAL,B,7200,9.96,0.24,N,1,0
TR50723835,35,133000,MORTGAGE,13.0,PERSONAL,B,2800,11.49,0.02,N,14,0
TR69142123,23,31800,MORTGAGE,5.0,MEDICAL,D,8300,14.27,0.26,N,5,1
TR79539288,28,34000,OWN,2.0,VENTURE,B,9600,10.76,0.28,N,4,0
TR78413420,30,63100,RENT,2.0,EDUCATION,C,14200,15.22,0.23,N,7,0
TR17056143,23,70900,MORTGAGE,7.0,VENTURE,B,10400,9.93,0.15,N,4,0
TR86477138,30,56600,MORTGAGE,6.0,VENTURE,B,21200,10.39,0.37,N,10,0
TR87100032,25,81700,RENT,0.0,MEDICAL,B,7800,12.38,0.1,N,10,0
TR33850001,26,46100,RENT,4.0,PERSONAL,B,5100,10.45,0.11,N,2,0
TR64459979,26,42600,RENT,1.0,DEBTCONSOLIDATION,C,3000,13.65,0.07,Y,7,0
TR91722110,23,12200,RENT,0.0,PERSONAL,C,1600,13.42,0.13,N,1,0
TR39677545,21,49400,MORTGAGE,7.0,EDUCATION,A,7100,6.96,0.14,N,1,0
TR75097498,21,56300,RENT,2.0,VENTURE,C,23600,13.84,0.42,N,3,1
TR52108565,21,47200,MORTGAGE,7.0,MEDICAL,A,2400,5.32,0.05,N,3,0
TR91952496,24,62700,RENT,4.0,DEBTCONSOLIDATION,B,7900,11.33,0.13,N,1,0
TR18420047,29,40200,RENT,0.0,MEDICAL,C,9400,12.46,0.23,N,8,0
TR25542259,23,57800,OWN,4.0,VENTURE,D,8100,16.42,0.14,N,3,0
TR99498244,31,145200,MORTGAGE,14.0,HOMEIMPROVEMENT,A,6900,5.45,0.05,N,5,0
TR90679413,20,50500,MORTGAGE,6.0,DEBTCONSOLIDATION,C,11700,13.19,0.23,Y,2,0
TR19232875,23,44500,MORTGAGE,7.0,PERSONAL,B,7400,10.72,0.17,N,2,0
TR54023313,26,51000,RENT,6.0,MEDICAL,C,12700,13.49,0.25,Y,4,0
TR99451013,24,61400,MORTGAGE,11.0,VENTURE,B,7600,12.53,0.12,N,3,0
TR44679147,31,77700,RENT,4.0,DEBTCONSOLIDATION,A,10500,7.11,0.14,N,6,0
TR63268001,22,18900,RENT,2.0,PERSONAL,C,2500,13.89,0.13,N,3,1
TR72148845,31,85500,MORTGAGE,11.0,VENTURE,A,6500,5.71,0.08,N,8,0
TR19434145,23,114800,MORTGAGE,9.0,MEDICAL,E,6300,14.52,0.05,N,5,0
TR76175448,26,60000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,5100,10.45,0.08,N,2,0
TR29436995,31,76800,RENT,0.0,PERSONAL,B,15400,11.2,0.2,N,9,0
TR80144082,25,48300,MORTGAGE,6.0,MEDICAL,B,8400,12.45,0.17,N,5,0
TR70200527,37,84100,RENT,2.0,PERSONAL,B,14800,12.24,0.18,N,16,0
TR58640659,23,101400,RENT,0.0,DEBTCONSOLIDATION,A,1400,8.7,0.01,N,2,0
TR41946264,30,28300,RENT,6.0,MEDICAL,B,1000,10.82,0.04,N,7,0
TR96996107,27,83600,MORTGAGE,13.0,DEBTCONSOLIDATION,A,5700,7.73,0.07,N,8,0
TR41082394,21,79000,RENT,3.0,VENTURE,B,15300,11.33,0.19,N,3,0
TR69172515,19,30000,RENT,2.0,EDUCATION,B,3800,10.61,0.13,N,5,0
TR57698804,21,30400,RENT,6.0,EDUCATION,B,2400,11.38,0.08,N,2,0
TR38510631,29,121300,MORTGAGE,4.0,DEBTCONSOLIDATION,C,14800,13.55,0.12,Y,7,0
TR18263762,24,49400,RENT,5.0,PERSONAL,D,14800,15.82,0.3,Y,2,1
TR84370225,23,244300,MORTGAGE,4.0,VENTURE,C,20600,12.61,0.08,N,1,0
TR91841416,20,40200,MORTGAGE,5.0,VENTURE,D,7700,16.17,0.19,N,3,0
TR74275154,28,34600,MORTGAGE,4.0,HOMEIMPROVEMENT,B,6400,12.71,0.18,N,6,0
TR89781581,32,76900,RENT,1.0,DEBTCONSOLIDATION,D,10400,15.64,0.14,N,6,1
TR69701073,23,37800,RENT,4.0,MEDICAL,C,9200,13.63,0.24,Y,3,0
TR96103786,29,52200,MORTGAGE,12.0,EDUCATION,A,3100,5.54,0.06,N,9,0
TR30432215,32,33400,RENT,2.0,PERSONAL,A,7200,5.92,0.22,N,5,0
TR16675250,48,56900,RENT,0.0,HOMEIMPROVEMENT,B,15400,11.08,0.27,N,17,0
TR37315625,34,30900,MORTGAGE,3.0,DEBTCONSOLIDATION,A,1500,8.97,0.05,N,6,0
TR54517148,25,48000,MORTGAGE,1.0,EDUCATION,B,8900,11.03,0.19,N,5,0
TR49518701,24,44800,RENT,1.0,PERSONAL,B,5100,9.31,0.11,N,4,1
TR76506074,25,30700,RENT,0.0,DEBTCONSOLIDATION,B,3000,12.67,0.1,N,3,1
TR62357565,34,244500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,25400,10.2,0.1,N,14,0
TR32822039,27,37900,RENT,2.0,VENTURE,B,4800,12.08,0.13,N,2,0
TR26462411,24,48100,MORTGAGE,3.0,VENTURE,B,6700,9.96,0.14,N,1,0
TR95239069,25,67900,RENT,0.0,MEDICAL,E,5100,16.52,0.08,Y,2,1
TR29392460,25,23800,RENT,0.0,EDUCATION,A,2100,7.28,0.09,N,3,0
TR29081218,21,50400,OWN,8.0,EDUCATION,C,12600,14.23,0.25,N,5,0
TR93935343,21,57400,RENT,1.0,MEDICAL,C,4000,13.48,0.07,N,3,0
TR81018615,25,39700,MORTGAGE,7.0,VENTURE,C,5100,12.8,0.13,N,2,0
TR12631351,24,52900,RENT,0.0,EDUCATION,C,16800,13.18,0.32,Y,1,1
TR12223994,28,83500,MORTGAGE,6.0,MEDICAL,A,6300,8.52,0.08,N,8,0
TR85330538,32,114700,RENT,2.0,VENTURE,B,18600,10.86,0.16,N,4,0
TR92774842,27,47200,RENT,1.0,MEDICAL,B,7600,10.17,0.16,N,10,0
TR90322570,31,42800,MORTGAGE,2.0,VENTURE,B,1400,11.79,0.03,N,5,0
TR41043479,36,82500,MORTGAGE,9.0,VENTURE,B,10400,11.14,0.13,N,15,0
TR44617283,31,35400,RENT,1.0,EDUCATION,A,6000,7.79,0.17,N,10,0
TR11455202,22,22400,OWN,2.0,VENTURE,A,2000,7.15,0.09,N,5,0
TR52882433,27,70500,MORTGAGE,8.0,MEDICAL,A,10600,5.84,0.15,N,2,0
TR89381028,28,95100,MORTGAGE,5.0,DEBTCONSOLIDATION,C,35900,12.74,0.38,Y,9,0
TR74243873,21,88100,RENT,7.0,EDUCATION,B,24300,10.8,0.28,N,2,0
TR20513935,35,110600,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7300,12.12,0.07,N,11,0
TR48226141,22,46000,RENT,8.0,VENTURE,B,12700,11.25,0.28,N,2,0
TR12424684,27,59100,RENT,5.0,MEDICAL,B,10600,9.12,0.18,N,4,0
TR51952422,34,67600,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6100,10.19,0.09,N,10,0
TR66780655,31,51800,MORTGAGE,2.0,VENTURE,A,5200,5.84,0.1,N,6,0
TR23484045,20,67900,RENT,6.0,DEBTCONSOLIDATION,A,4900,5.81,0.07,N,2,0
TR67973258,25,46800,RENT,7.0,DEBTCONSOLIDATION,C,18100,13.07,0.39,N,3,1
TR86282222,40,37300,RENT,0.0,MEDICAL,A,5800,7.74,0.16,N,14,0
TR81498364,32,77300,RENT,6.0,PERSONAL,D,14600,16.75,0.19,Y,10,1
TR79608016,25,37200,RENT,1.0,VENTURE,A,11300,9.19,0.3,N,4,1
TR90443695,27,45700,RENT,10.0,MEDICAL,C,2400,12.91,0.05,N,9,0
TR88326941,28,69700,MORTGAGE,13.0,MEDICAL,C,5800,13.89,0.08,N,7,0
TR37476644,25,34600,RENT,0.0,MEDICAL,B,5600,12.06,0.16,N,4,0
TR74564485,23,40900,RENT,6.0,EDUCATION,D,7600,14.96,0.19,Y,3,0
TR53463433,22,74400,RENT,2.0,EDUCATION,B,17400,11.41,0.23,N,4,0
TR95745697,27,30500,RENT,2.0,MEDICAL,C,7500,16.17,0.25,N,10,0
TR70876182,22,57400,OWN,1.0,VENTURE,B,13600,10.06,0.24,N,3,0
TR78743361,28,60500,MORTGAGE,0.0,PERSONAL,B,7600,10.01,0.13,N,4,0
TR88482298,33,80600,MORTGAGE,2.0,PERSONAL,A,6100,6.26,0.08,N,6,0
TR10284205,22,61000,MORTGAGE,7.0,VENTURE,A,5900,7.35,0.1,N,2,0
TR34003726,25,60400,MORTGAGE,7.0,DEBTCONSOLIDATION,A,9400,5.46,0.16,N,4,0
TR94037906,24,31300,MORTGAGE,1.0,DEBTCONSOLIDATION,C,7600,11.47,0.24,N,3,0
TR10211105,26,39300,RENT,8.0,MEDICAL,B,8500,10.12,0.22,N,3,0
TR85877938,22,65600,MORTGAGE,5.0,PERSONAL,A,10600,6.65,0.16,N,4,0
TR14926597,27,82400,RENT,10.0,PERSONAL,C,9600,14.51,0.12,N,2,0
TR15514395,27,72400,RENT,0.0,DEBTCONSOLIDATION,B,24500,11.83,0.34,N,3,1
